titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
JE VOUDRAIS TANT TE CHANTER;2010;EDIT17-65;;GIANADDA;;GIANADDA;ADF;;14519;*;;
JE VOUDRAIS TE PRIER;1900;P130;DEV171;BEGUERIE - FERTIN - LECLERCQ - PROPHETTE;;PROPHETTE;STUDIO SM;;1496;;*;
JE VOUS AI CHOISIS;1980;I282;T282;KLINGUER;;KLINGUER;STUDIO SM;;1497;;*;
JE VOUS AI CHOISIS;2003;DEV44-63;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;11639;;*;
JE VOUS AI CHOISIS, DIT LE SEIGNEUR;2003;UL44-52;;AELF;;DUMAS;KINNOR;;11627;*;;
JE VOUS ANNONCE UNE GRANDE JOIE;1995;F20-28;FX20-28;DOURGNE;;ROBERT;SODEC;;7890;*;;
JE VOUS ANNONCE UNE GRANDE JOIE !;1999;F31-09;FX31-09;BENEDICTINES DE MONTMARTRE;;ROBERT;STUDIO SM;;9265;*;;
JE VOUS DEMANDE L'AMOUR;1900;P91;;FAU;;FAU;STUDIO SM;;1498;;*;
JE VOUS DONNE;2006;EDIT190;;CHATAIGNER;;CHATAIGNER;ADF;ENTRE ...;13193;*;;
JE VOUS DONNE UN COMMANDEMENT ;1900;DL311-1;HX311-1;AELF;;GELINEAU;STUDIO SM;;1499;*;;
JE VOUS DONNE UN COMMANDEMENT NOUVEAU;1980;UL7-1;;AELF;;DEISS;STUDIO SM;;6567;;*;
JE VOUS DONNE UN COMMANDEMENT NOUVEAU;1990;SYLL542;HX542;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;7111;;*;
JE VOUS DONNE UN COMMANDEMENT NOUVEAU;2020;X77-15;;AELF;;WACKENHEIM;ADF;;19268;*;;
JE VOUS DONNERAI UN CŒUR NOUVEAU;1980;Z566;Z(AT)38;D'APRÈS TEXTE BIBLIQUE;;BOULLAY;EDITIONS DE L'EMMANUEL;;4819;*;;
JE VOUS DONNERAI UN CŒUR NOUVEAU;1983;SYLK754;Z100;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7011;;*;
JE VOUS DONNERAI UN CŒUR NOUVEAU;1983;SYLK754;Z50-3;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7095;;*;
JE VOUS ENVERRAI L'ESPRIT DE VERITE;1995;A33-71;IA33-71;BOURGEOIS - REVEL;;DOMAINE PUBLIC - GOUZES;SYLVANES;LE TEMPS PASCAL - VOL. 2;9600;*;;
JE VOUS ENVOIE PARMI LES NATIONS;1985;SYLT213;Z95-7;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7614;;*;
JE VOUS LAISSE LA PAIX;1988;D553;EDIT713;LEFEBVRE;;LEFEBVRE;STUDIO SM;;1500;;*;
JE VOUS LAISSE LA PAIX;2018;P70-95;;DEBRUYNNE;;GODARD;JUBILUS-VOIX NOUVELLES EDITIONS;;18003;*;;
JE VOUS LOUERAI;1956;C31;FX31;JULIEN;;JULIEN;FLEURUS;;1501;;*;
JE VOUS SALUE JOSEPH;2021;W78-21;;DOMAINE PUBLIC;;PINAULT;JUBILUS-VOIX NOUVELLES EDITIONS;;19630;*;;
JE VOUS SALUE MARIE;1973;V151;;FAU;;FAU;STUDIO SM;;1502;;*;
JE VOUS SALUE MARIE;1900;V191;;DOMAINE PUBLIC;;WACKENHEIM;STUDIO SM; - CELEBRES CHANTS ET REFRAINS POUR LA LITURGIE;1503;*;;
JE VOUS SALUE MARIE;1900;V15;;DOMAINE PUBLIC;;LOUIS;MAME(LE CHALET);CELEBRES CHANTS D'EGLISE POUR LE MARIAGE N° 3 - CELEBRES CHANTS ET REFRAINS POUR LA LITURGIE;4194;*;;
JE VOUS SALUE MARIE;1992;V10-95-1;;DOMAINE PUBLIC;;ROBERT;SODEC;DIEU... MA JOIE !;4307;;*;
JE VOUS SALUE MARIE;1990;V510;;DOMAINE PUBLIC;;DADILLON;EDITIONS DE L'EMMANUEL;;4992;;*;
JE VOUS SALUE MARIE;1997;V22-67-2;;DOMAINE PUBLIC;;WACKENHEIM;STUDIO SM;;8188;*;;
JE VOUS SALUE MARIE;1998;V22-67-3;;DOMAINE PUBLIC;;WACKENHEIM;STUDIO SM;;8720;;*;
JE VOUS SALUE MARIE;1999;V32-81;V22-67-4;DOMAINE PUBLIC;;ROSAZ;LETHIELLEUX (DDB);NOS VOIX;9502;;*;
JE VOUS SALUE MARIE;2001;V22-67-13;;DOMAINE PUBLIC;;DARASSE;JUBILUS-VOIX NOUVELLES EDITIONS;;10687;;*;1998
JE VOUS SALUE MARIE;2001;V22-67-12;;DOMAINE PUBLIC;;PECHABADENS;AIR LIBRE;;10964;;*;
JE VOUS SALUE MARIE;2001;V22-67-11;;DOMAINE PUBLIC;;PECHABADENS;AIR LIBRE;;10965;;*;
JE VOUS SALUE MARIE;2003;V22-67-14;;DOMAINE PUBLIC;;DOURY;EUROPART;;11604;*;;
JE VOUS SALUE MARIE;2003;V22-67-15;;DOMAINE PUBLIC;;BOHN;CÆCILIA;;11870;*;;
JE VOUS SALUE MARIE;2004;V22-67-16;;DOMAINE PUBLIC;;ARTAUD;ADF;AVANCE;12424;*;;
JE VOUS SALUE MARIE;2005;EDIT64;;DOMAINE PUBLIC;;PARRAMON;STUDIO SM;;12493;;*;
JE VOUS SALUE MARIE;2005;V22-67-17;;DOMAINE PUBLIC;;HERVY;ADF;;12644;*;;
JE VOUS SALUE MARIE;2005;V22-67-20;;DOMAINE PUBLIC;;DOURY;EUROPART;;12671;;*;
JE VOUS SALUE MARIE;2005;V22-67-19;;DOMAINE PUBLIC;;ANDRES;EUROPART;;12672;*;;
JE VOUS SALUE MARIE;2006;V22-67-18;;DOMAINE PUBLIC;;WACKENHEIM;BAYARD-LITURGIE;JOURS DE FETE;12966;*;;
JE VOUS SALUE MARIE;2006;V22-67-22;;DOMAINE PUBLIC;;ROUX;ADF;;13197;*;;
JE VOUS SALUE MARIE;2006;V22-67-21;;DOMAINE PUBLIC;;VIDAL SAINT ANDRE;KINNOR;;13211;;*;
JE VOUS SALUE MARIE;2008;V56-53;V22-67-23;DOMAINE PUBLIC;;VINCENT;ADF;;13889;*;;
JE VOUS SALUE MARIE;2008;V22-67-24;;DOMAINE PUBLIC;;CLAES;ADF;;13959;*;;
JE VOUS SALUE MARIE;2008;V22-67-26;;DOMAINE PUBLIC;;METAYER;ADF;;14111;*;;
JE VOUS SALUE MARIE;2009;V22-67-27;;DOMAINE PUBLIC;;CANTEGRIL;ADF;;14223;*;;
JE VOUS SALUE MARIE;1989;V22-67-29;;DOMAINE PUBLIC;;TORCHE;SCHOLA CANTORUM;;14802;*;;
JE VOUS SALUE MARIE;2011;V22-67-30;;DOMAINE PUBLIC;;WACKENHEIM;BAYARD-LITURGIE;;15149;*;;
JE VOUS SALUE MARIE;2012;V22-67-33;;DOMAINE PUBLIC;;WACKENHEIM;BAYARD-LITURGIE;;15655;*;;
JE VOUS SALUE MARIE;2012;V22-67-34;;DOMAINE PUBLIC;;BOLDRINI;BAYARD-LITURGIE;;15656;*;;
JE VOUS SALUE MARIE;2014;DEV440;;D'APRÈS LE JE VOUS SALUE MARIE;;Frère JEAN-BAPTISTE;CARMELODIE;;16061;*;;
JE VOUS SALUE MARIE;2017;V22-67-35;;DOMAINE PUBLIC;;KIENTZ;CÆCILIA;;17978;*;;
JE VOUS SALUE MARIE;2018;V22-67-37;;DOMAINE PUBLIC;;AUBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;18173;*;;
JE VOUS SALUE MARIE;2018;VX22-67-38;;DOMAINE PUBLIC;;MAZE;CÆCILIA;;18325;*;;
JE VOUS SALUE MARIE PLEINE DE GRACES;1989;SYLS75;VX77;BOURGEOIS - REVEL;;GOUZES;SYLVANES;BVM;7203;;*;
JE VOUS SALUE MARIE, JE VOUS SALUE;2010;EDIT17-66;;GIANADDA;;GIANADDA;ADF;;14520;*;;
JE VOUS SALUE, MARIE;2017;V22-67-36;;AELF;;HUBERT;FLEURUS-MAME;;17860;*;;
JEAN LE BAPTISTE;1900;E225;EDIT714;MANNICK;;AKEPSIMAS;STUDIO SM;;1506;*;;
JEAN LE PRECURSEUR;2012;WP63-33;;Sœur MARIA-THERESIA;;CHAMBELOIS;BAYARD-LITURGIE;;15614;*;;
JEAN LE PRECURSEUR;2015;WP63-33-2;;Sœur MARIA-THERESIA;;CAILLAT;KINNOR;;16698;*;;
JEAN LE PRECURSEUR;2016;WP63-33-3;;Sœur MARIA-THERESIA;;DUMAS;FLEURUS-MAME;;17154;*;;
JEAN LE VEILLEUR;1993;I14-33-1;DY14-33-1;CFC (BERTHET N.);*;CAILLAT;SODEC;;5414;*;;
JEAN LE VEILLEUR;2000;I14-33-2;DY14-33-2;CFC (BERTHET N.);*;GODARD;BAYARD-LITURGIE;;10157;*;;
JEAN-BAPTISTE;1979;E205;EDIT715;COLOMBIER;;COLOMBIER;AIR LIBRE;;3935;*;;
JEAN-BAPTISTE A RENDU TEMOIGNAGE;2010;AX59-42;;AELF;;REBER;CÆCILIA;;14693;*;;
JEAN-BAPTISTE DANS LE DESERT;2014;EDIT21-58;;MANNICK;;CHAMBELOIS;ADF;;16344;*;;
JEAN-MARIE, BON PASTEUR;2009;EDIT16-80;;VINCENT;;VINCENT;ADF;;14230;*;;
JEAN-PAUL ET JEAN, DIEU VOUS BENIT;2014;DEV455;;BERNARD;;VINCENT;ADF;;16354;*;;
JEANNE;2012;W64-36;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;15823;*;;
JEANNE ENCHAINEE;1993;W14-17-1;WP14-17-1;CFC (Sœur MARIE-PIERRE);*;Sœur BEATA;SODEC;;5398;*;;
JERICHO;1900;XLH4;X733;LH;;JACOB;SODEC;;1507;*;;
JERUSALEM;1900;K184-1;Z121-2;BERNARD;*;MARAIS;STUDIO SM;;1508;;*;
JERUSALEM;2000;E35-71-2;DEV172;BERNARD;*;KEMPF;ADF;VIVRE DE TON SOUFFLE;9833;*;;
JERUSALEM NOUVELLE;1900;W13;WS13;SERVEL;;JEF;FLEURUS-MAME;;8898;*;;
JERUSALEM RESPLENDIS;1900;FLH128;FX128;LH;;JACOB;SODEC;;1509;*;;
JERUSALEM, AU PROFOND DE MON CŒUR - PSAUME 136;2008;ZL136-6;;AELF;;DUMENIL;ADF;;14091;*;;
JERUSALEM, ELLE EST VENUE TA LUMIERE;1989;SYLJ141;Z92-5;BOURGEOIS - REVEL;;GOUZES;SYLVANES;EPIPH;7529;;*;
JERUSALEM, EN TOI DIEU RASSEMBLE;1993;SYLC301;;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7418;;*;
JERUSALEM, J'AI VOULU RASSEMBLER TES ENFANTS;1983;SYLK821;GX821;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7448;*;;
JERUSALEM, LEVE LES YEUX A L'ORIENT;1983;SYLG514;Z64-4;BOURGEOIS - REVEL;;GOUZES;SYLVANES;AVENT;7589;;*;
JERUSALEM, O VILLE HEUREUSE;2008;KP56-26-1;;CFC (Sœur PRISCILLE);;CAILLAT;KINNOR;;13824;*;;
JERUSALEM, PAIX DANS TES MURS !;2022;DEV47-74;;D'APRES LE PSAUME 121;;FRERE FRANZISKUS-MARIA MERZ;Béatitudes Productions;;20453;*;;
JERUSALEM, QUE DIEU ESSUIE TOUTE LARME DE NOS YEUX;1993;SYLC405;Z136-5;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7007;;*;
JERUSALEM, QUE JAMAIS JE N'OUBLIE TON NOM;2018;ZX76-76;;D'APRES PLUSIEURS PSAUMES;;Cté CHEMIN NEUF;A.C.N.;;18623;*;;
JERUSALEM, REJOUIS-TOI;1981;E508;Z94-3;MORIN;;MORIN;EDITIONS DE L'EMMANUEL;;4887;;*;
JERUSALEM, REJOUIS-TOI;1994;I16-47;X16-47;PONSAR;;VEYSSEYRE;STUDIO SM;;5861;;*;
JERUSALEM, REJOUIS-TOI;1986;SYLJ643;B643;BOURGEOIS - REVEL;;SCHEIDT;SYLVANES;PS/C.PE;6929;;*;
JERUSALEM, REJOUIS-TOI ! SOIS ILLUMINEE;1989;SYLJ110;Z94-29;BOURGEOIS - REVEL;;GOUZES;SYLVANES;EPIPH;6875;;*;
JERUSALEM, RETOURNE AU SEIGNEUR TON DIEU;1983;SYLK823;GX823;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7202;*;;
JERUSALEM, TOI QUI TUES LES PROPHETES;1983;SYLK822;GX822;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;6927;*;;
JERUSALEM, VILLE OUVERTE;2014;X67-32;;BERNARD;;VINCENT;CRISTAL MUSIC;;16374;*;;
JERUSALEM, VOICI TES ENFANTS;1994;E15-88;EDIT717;PONSAR;;VEYSSEYRE;STUDIO SM;;4963;;*;
JERUSALEM, VOICI VENIR TON ROI;2008;HX57-56-1;;CFC (Sœur PRISCILLE);;WACKENHEIM;BAYARD-LITURGIE;;14162;*;;
JERUSALEM, VOICI VENIR TON ROI;2011;HX57-56-2;;CFC (Sœur PRISCILLE);;WACKENHEIM;BAYARD-LITURGIE;;15150;*;;
JERUSALEM, VOICI VENIR TON ROI;2014;HX57-56-3;;CFC (Sœur PRISCILLE);;DIEUAIDE;FLEURUS-MAME;;16086;*;;
JESU CHRISTE, FILI DEI;2014;DEV46-96;;DOMAINE PUBLIC;;TAIZE;ATELIERS ET PRESSES DE TAIZÉ;;19486;*;;
JESU REDEMPTOR;1999;DEV46-97;;DOMAINE PUBLIC;;TAIZE;ATELIERS ET PRESSES DE TAIZÉ;;19487;*;;
JESUS;2010;DEV518;;Frère JEAN-BAPTISTE;;Frère JEAN-BAPTISTE;CARMELODIE;;17518;*;;
JESUS;2013;DEV47-53;;POUZIN;;POUZIN;GLORIOUS;;20071;*;;
JESUS A TOI MA VIE;2015;DEV485;;Sœur AGATHE DUTREY;;Sœur AGATHE DUTREY;ADF;;16726;*;;
JESUS AIME SANS FRONTIERES;1988;KT506;EDIT718;COLOMBIER;;COLOMBIER;AIR LIBRE;;3899;;*;
JESUS AU DESERT ;1990;G518;EDIT719;MAYOL;;MAYOL;LE SENEVE (DDB);ENFANTS;1510;;*;
JESUS CALME LA MER;1992;U607;X607;MAYOL;;MAYOL;LE SENEVE (DDB);ENFANTS;4257;;*;
JESUS CHRIST, PAROLE DE DIEU;2007;A54-22;;LEFEBVRE;;LEFEBVRE;ADF;;13425;*;;
JESUS CRUCIFIE, DIEU T'A RELEVE;2014;X67-09;;BERNARD;;VIAU;BAYARD-LITURGIE;;16303;*;;
JESUS DE CONDITION DIVINE;1974;I136;Z(NT)5-1;DEISS;;DEISS;STUDIO SM;;6329;;*;
JESUS DE NAZARETH EN GALILEE;2020;EDIT47-05;;BERNARD;;BUIS;L'ARBRE NOIR;;19352;*;;
JESUS DIT AUX DISCIPLES;1981;XL584;;AELF;;BERTHIER;STUDIO SM;;5767;;*;
JESUS DONT L'ESPRIT VIENT NOUS PURIFIER;2004;KY47-44;;DELHOUGNE;;GELINEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;12143;;*;
JESUS DOUX ET HUMBLE;2019;DEV46-45;;BIGOT;;BIGOT;Béatitudes Productions;;19011;*;;
JÉSUS DOUX ET HUMBLE;2019;EDIT46-89;;HUBERT;;HUBERT;FLEURUS-MAME;;19433;*;;
JESUS EN CROIX;1982;HP70-96;;LERBRET;;GODARD;JUBILUS-VOIX NOUVELLES EDITIONS;;18004;*;;
JESUS EST HEUREUX DE NOUS VOIR HEUREUX;2006;EDIT142;;KLINGUER;;KLINGUER;ADF;FETER LE BAPTEME DE NOTRE ENFANT;13069;*;;
JESUS EST LE CHEMIN;1989;T511;X511;BOULLAY;;BOULLAY;EDITIONS DE L'EMMANUEL;BEST OF LOUANGE;1519;*;;
JESUS EST NE ! LE CHRIST SAUVEUR NOUS EST DONNE;1989;SYLH101;FA101;CERBELAUD;;BACH;SYLVANES;LE DOMINICAL - NOEL;7413;;*;
JESUS EST NE, CHANTE NOEL;1988;KT588;EDIT721;KLINGUER;;KLINGUER;STUDIO SM;;1520;;*;
JESUS EST NOTRE JOIE;1975;C520;EDIT722;SCHLŒGEL;;WACKENHEIM;FLEURUS;;1521;;*;
JESUS EST RESSUSCITE;2017;EDIT22-80;;KIEFFER;;KIEFFER;FLEURUS-MAME;;17868;*;;
JESUS EST ROI;2022;DEV47-99;;GERAUD;;GERAUD;Béatitudes Productions;;20744;*;;
JESUS EST SEIGNEUR;1982;I511;;MORIN;;MELODIE HEBRAIQUE;EDITIONS DE L'EMMANUEL;;4846;*;;
JESUS EST VIVANT;1989;KT507;I581;COLOMBIER;;COLOMBIER;AIR LIBRE;;3884;*;;
JESUS EST VIVANT;1993;I11-85;;GAMBARELLI;;CHAUDEUR;STUDIO SM;;4563;*;;
JESUS EST VIVANT;1900;I85;EDIT723;DEVALIERE;;AKEPSIMAS;STUDIO SM;;5470;;*;
JESUS EST VIVANT, ALLELUIA;2006;DEV496;;FRADON;;BEN;EDITIONS DE L'EMMANUEL;;16893;*;;
JESUS ETAIT MORT;1900;D198-INS;;RIMAUD;;COSTA - PROPHETTE;STUDIO SM;;1522;;*;
JESUS FUT INVITE AUX NOCES;2012;AX63-95;;AELF;;DANIEL;CÆCILIA;;15766;*;;
JESUS GRANDISSAIT ;1990;Q608;X608;MAYOL;;MAYOL;LE SENEVE (DDB);ENFANTS;1523;;*;
JESUS JE ME LEVERAI ;1992;A620;Y620;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4012;*;;
JESUS L'AMI;1900;I543;EDIT724;DHOMBRE;;AKEPSIMAS;STUDIO SM;;1524;*;;
JESUS LE CHEMIN;2010;EDIT18-70;;SCIAKY;;SCIAKY;ADF;SIGNES ET SYMBOLES;14843;*;;
JESUS LE CHRIST;1995;DEV586;;TAIZE;;BERTHIER;ATELIERS ET PRESSES DE TAIZÉ;;18872;*;;
JESUS LE FILS DE DIEU A CONNU NOTRE MORT DANS SA CHAIR;1989;SYLH613;Z88-4c;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;7105;;*;
JESUS LE FILS DE DIEU RECOIT L'ONCTION DE L'ESPRIT SAINT;1989;SYLH612;Z88-6b;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;7513;;*;
JESUS LE FILS DE DIEU REGNE SUR LE TRONE DE DAVID;1989;SYLH611;Z88-5a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;7442;;*;
JESUS LEUR DIT;1995;U21-25;X21-25;RONDREUX;;RONDREUX;STUDIO SM;;8041;*;;
JESUS LUMIERE NEE DE LA LUMIERE;1989;SYLS101;VP101;BOURGEOIS - REVEL;;GOUZES;SYLVANES;BVM;7221;;*;
JESUS MA JOIE;2011;DEV590;;TAIZE;;TAIZE;ATELIERS ET PRESSES DE TAIZÉ;;18877;*;;
JESUS MAITRE DE LA VIE ;1983;SYLK500;GA500;GOUZES;;BACH;SYLVANES;CAREME;7174;*;;
JESUS MARCHANT DEVANT;1990;U150;X915;GELINEAU;;GELINEAU;STUDIO SM;;1525;*;;
JESUS ME VOICI DEVANT TOI;1987;P510;DEV173;GIANADDA;;GIANADDA;STUDIO SM;;1526;*;;
JESUS MON BERGER;1997;EDIT21-83;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16406;*;;
JESUS MON SEIGNEUR;1900;H106;DEV174;PROPHETTE;;PROPHETTE;STUDIO SM;;1527;;*;
JESUS NAIT SOUS NOTRE TOIT;1978;F254;EDIT725;DERVOUT;;DERVOUT;STUDIO SM;;7964;;*;
JESUS NE DIT PAS;1995;R20-63;EDIT726;COLOMBIER;;COLOMBIER;AIR LIBRE;;7928;;*;
JESUS NOTRE GUIDE;1992;U579;EDIT727;RACINE;;RACINE;STUDIO SM;;4522;;*;
JESUS NOUS A DIT;1985;A59-17;;VALLEE;;VALLEE;NOVALIS;;14716;*;;
JESUS NOUS AIME;1987;SM127;EDIT728;PLAISANTIN;;PLAISANTIN;STUDIO SM;;1528;;*;
JESUS NOUS COMBLE;1974;D205;;GROSLAMBERT;;CHORAL DE 1642 - GROSLAMBERT;FLEURUS;;1529;;*;
JESUS NOUS INVITE;2010;EDIT18-71;;BOUREL;;BOUREL;ADF;SIGNES ET SYMBOLES;14844;*;;
JESUS NOUS T'ADORONS;2020;DEV46-61;;BRASSEUR;;BRASSEUR;Béatitudes Productions;;19243;*;;
JESUS PARAIT;1969;F149-1;FP149-1;DAVID;*;JULIEN;FLEURUS;;1530;;*;
JESUS PARAIT;2002;P41-72-2;FP41-72-2;DAVID;*;ANDRE;CÆCILIA;;10840;*;;
JESUS PARAIT;2014;FP41-72-3;;DAVID;*;DUGEL;FLEURUS-MAME;;16167;*;;
JESUS PARCOURAIT LA GALILEE;2010;AX59-43;;AELF;;SIMON;CÆCILIA;;14694;*;;
JESUS PLEURANT SUR TON AMI;2011;P60-98;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;14981;*;;
JESUS PRESENT;2007;Y55-08;;BERNARD;;AKEPSIMAS;ADF;;13590;*;;
JESUS PRINCE DE PAIX;1992;D621;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4014;*;;
JESUS PRIT AVEC LUI PIERRE ET JACQUES;1985;SYLT561;Z2-4;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7332;;*;
JESUS QUI M'AS BRULE LE CŒUR;1900;I144-1;IP144-1;RIMAUD;*;AKEPSIMAS;STUDIO SM;;1531;;*;
JESUS QUI M'AS BRULE LE CŒUR;2013;IP64-75-2;;RIMAUD;*;LEBON;KINNOR;;15886;*;;
JESUS QUI M'AS BRULE LE CŒUR;2013;IP64-75-3;;RIMAUD;*;CAILLAT;KINNOR;;15887;*;;
JESUS QUI NOUS INVITES;2002;M43-54;P43-54;BERNARD;;PECHABADENS;AIR LIBRE;;11254;;*;
JESUS REMONTE VERS TON PERE;2004;JP48-07-1;;CFC (Frère MAURICE);;AKEPSIMAS;KINNOR;;12289;*;;
JESUS REMONTE VERS TON PERE;2006;JP48-07-2;;CFC (Frère MAURICE);;ESQUIVIE;KINNOR;;12999;*;;
JESUS RESSUSCITE DES MORTS;1992;I506;;BOULLAY;;BOULLAY;EDITIONS DE L'EMMANUEL;;4993;;*;
JESUS REVIENT;1967;E64;EX64;ORY;;BERTHIER;SODEC;;5063;;*;
JESUS S'ELEVE;1993;J11-71;;FRIE;;LECOT;LETHIELLEUX (DDB);TPS LITU;4255;;*;
JESUS S'ELEVE;2011;JP60-99;;MILCENT;;MILCENT;BAYARD-LITURGIE;;14982;*;;
JESUS S'EST CONSUME D'AMOUR;2011;D61-80;;BENEDICTINES DE MONTMARTRE;;ROBERT;ADF;SOYONS DANS LA JOIE;15259;*;;
JESUS S'EST LEVE DU TOMBEAU;1981;XL585;;AELF;;BERTHIER;STUDIO SM;;5765;;*;
JESUS SAISIT LA MAIN DE L'ENFANT;2011;AX62-47;;AELF;;DIEUAIDE;CÆCILIA;;15401;*;;
JESUS SAUVEUR ENVOYE PAR LE PERE;2010;C58-77;;BERNARD;;HERVY;ADF;25 MESSES POUR TOUTES LES ASSEMBLÉES;14493;*;;
JESUS SAUVEUR, BONNE NOUVELLE;2008;EDIT16-76;;MUTIN;;MUTIN;ADF;GOUTEZ ET VOYEZ;14203;*;;
JESUS SAUVEUR, FILS BIEN AIME DU PERE;1989;SYLJ230;FX230;BOURGEOIS - REVEL;;BESANCON;SYLVANES;EPIPH;6774;;*;
JESUS SAUVEUR, KYRIE ELEISON;2007;C53-98;;RIMAUD;;DANIEL;JUBILUS-VOIX NOUVELLES EDITIONS;;13387;;*;
JESUS SAUVEUR, TON ESPRIT NOUS ENVOIE;2008;T57-57;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;14163;*;;
JESUS SAUVEUR, TU ES PRESENT;1985;D501;;ORY;;BRAHMS;EUROPART;;5538;*;;
JESUS SAUVEUR, TU PRENDS NAISSANCE;1900;F334;EDIT729;BERNARD;;WACKENHEIM;STUDIO SM;;4384;*;;
JESUS SE DONNE A NOUS;2007;DEV42;;BENEDICTINES DE MONTMARTRE;;FRANCOIS-DAINVILLE;ADF;L'ANNONCE DE LA FOI DANS LA JOIE;13283;*;;
JESUS SE TROUVA AU MILIEU D'EUX;1981;XL586;;AELF;;BERTHIER;STUDIO SM;;5769;;*;
JESUS SEIGNEUR PASSE PAR LA MORT;1993;C13-17;;CFC (Frère MAURICE);;BERTHIER;STUDIO SM;;5328;*;;
JESUS SERVITEUR;2007;X53-20;;CFC;;CARMEL DE DOMONT;KINNOR;;13249;;*;
JESUS SEUL;1998;DEV401;;SAINTE THERESE DE L'ENFANT JESUS;;CROISSANT;Béatitudes Productions;;14752;*;;
JESUS SEUL;2015;DEV486;;D'APRES STE THERESE DE L'ENFANT JESUS;;Sœur AGATHE DUTREY;ADF;;16727;*;;
JESUS SOUFFLA SUR EUX;1984;K59-83;;CROISSANT;;CROISSANT;Béatitudes Productions;;14753;*;;
JESUS SOUVIENS-TOI DE MOI;1900;HLH117;HX118;Sœur MARIE-PIERRE;;Sœur MYRIAM;SODEC;;4909;*;;
JESUS SUR NOS CHEMINS;1988;KT522;EDIT730;GAUD;;DAZIN;LE TRIFORIUM;SUR LES CHEMINS DE JESUS;1532;;*;
JESUS TE DIT : LEVE-TOI;2020;Y77-95;;BERNARD;;BUIS;L'ARBRE NOIR;;19353;*;;
JESUS TOI QUI NOUS AIMES;1975;SM106;EDIT731;MASSE;;FAU;STUDIO SM;;1533;;*;
JESUS TON ENFANT, O MARIE;1989;SYLS621;Z12-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;BVM;6907;;*;
JESUS TU ES RESSUSCITE;1900;I131;;TASSIN;;TASSIN;STUDIO SM;;5471;*;;
JESUS VAINQUEUR DE TOUTE MORT;2005;X50-22;;BERNARD;;WACKENHEIM;BAYARD-LITURGIE;;12652;*;;
JESUS VAINQUEUR DE TOUTE NUIT;1988;U537;X537;BERNARD;;BOHN;STUDIO SM;;1536;;*;
JESUS VIENT;1978;E184;;VINCENT;;VINCENT;STUDIO SM;;4363;*;;
JESUS VINT EN GALILEE;1985;SYLT211;Z23-10;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7476;;*;
JESUS VIT PIERRE ET ANDRE;1985;SYLT813;Z66-4;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7212;;*;
JESUS VIT UN PUBLICAIN;1985;SYLT661;Z24-4a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7163;;*;
JESUS VIVANT AUPRES DU PERE ;1985;SYLT71;WA71;BAGNARD;;DOMAINE PUBLIC - GOUZES;SYLVANES;APOTRES;7092;;*;
JESUS VIVANT RASSEMBLE;1996;R21-04;K21-04;FRIE;;LECOT;LETHIELLEUX (DDB);GLOIRE A TON NOM;8020;;*;
JESUS VIVANT, ALLELUIA !;1982;I515;;BOULLAY;;BOULLAY;EDITIONS DE L'EMMANUEL;;4994;;*;
JESUS VIVANT, CHRIST ET SEIGNEUR DU MONDE;2011;I61-41;;BERNARD;;DURAND;BAYARD-LITURGIE;;15117;*;;
JESUS-BERGER;1987;Z544;EDIT736;COLOMBIER;;COLOMBIER;AIR LIBRE;;3907;;*;
JESUS-CHRIST AU CŒUR DE NOTRE HISTOIRE;2000;P31-73;;DUBE;;DUBE;NOVALIS;;9347;*;;
