titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
JE SAIS EN QUI J'AI FOI;2003;X47-31;;D'APRES SAINT PAUL;;DOMERGUE;STUDIO SM;;12128;;*;
JE SAIS EN QUI J'AI MIS MA FOI;2005;DEV17;;JACOB;;JACOB;ADF;;12755;*;;
JE SAIS EN QUI J'AI MIS MON ESPERANCE;1900;G164-B;GD164-B;DEISS;;DEISS;STUDIO SM;;5464;;*;
JE SAIS QUE MON LIBERATEUR EST VIVANT;2010;S59-13;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;14630;*;;
JE SENS QUE MA MISSION;1900;Z34-53;Z83-2;BOURGEOIS - DOMAINE PUBLIC - REVEL;;GOUZES;SYLVANES;STE THERESE;9682;;*;
JE SERAI COMME UN ROI;2011;EDIT19-90;;HUMENRY;;HUMENRY;ADF;;15307;*;;
JE SERAI GUERI SI TU ME PARDONNES;1996;EDIT20-57;;MANNICK;;AKEPSIMAS;STUDIO SM;;8225;*;;
JE SUIS A MON BIEN AIME;1993;Z34-28;Z44-12a;BOURGEOIS - DOMAINE PUBLIC - REVEL;;GOUZES;SYLVANES;LUMIERES D'ASSISE;9657;;*;
JE SUIS ARRIVEE LA PREMIERE;2011;EDIT19-36;;MANNICK;;MANNICK;ADF;;15234;*;;
JE SUIS AU MILIEU DE VOUS;2009;D58-12;;FERTIN;;BONNASSIES;ADF;;14301;*;;
JE SUIS AVEC TOI POUR TE DELIVRER;1991;SYLL242;Z129-13;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 1;6852;;*;
JE SUIS AVEC TOI POUR TE DELIVRER;1983;SYLK655;Z58-1a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7127;;*;
JE SUIS AVEUGLE;1998;G28-99;DEV158;SCIAKY;;KLINGUER;STUDIO SM;;8950;*;;
JE SUIS COMME UN HOMME SANS SECOURS;1990;SYLL953;Z87-4;BOURGEOIS - REVEL;;GOUZES;SYLVANES;S.STE 2;6798;;*;
JE SUIS CRUCIFIE AVEC LE CHRIST;1985;SYLT413;Z95-6;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;6853;;*;
JE SUIS CRUCIFIE AVEC LE CHRIST;1985;SYLT113;Z61-1;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7196;;*;
JE SUIS DESCENDU DANS LES TENEBRES DE LA MORT;1993;SYLC414;Z142-1;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;6799;;*;
JE SUIS DEVENU MINISTRE;1996;Z34-38;Z22-13;BOURGEOIS - REVEL;;GOUZES;SYLVANES;ST MARTIN DE TOURS;9667;;*;
JE SUIS DOUX ET HUMBLE DE CŒUR;2007;D53-50;;BENEDICTINES DE MONTMARTRE;;ROBERT;ADF;ATTIRE NOUS A TOI SEIGNEUR;13301;*;;
JE SUIS FONDE DANS LE CHRIST;2011;EDIT19-17;;CHATAIGNER;;GALERIE;ADF;;15203;*;;
JE SUIS JESUS QUE TU PERSECUTES;1985;SYLT111;Z26-7;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7155;;*;
JE SUIS JUDAS;2011;EDIT19-37;;MANNICK;;AKEPSIMAS - MANNICK;ADF;;15235;*;;
JE SUIS L'ALPHA ET L'OMEGA;1995;Z33-84;Z18-13;BOURGEOIS - DOMAINE PUBLIC - REVEL;;GOUZES;SYLVANES;LE TEMPS PASCAL - VOL. 2;9613;;*;
JE SUIS LA ET JE T'APPELLE;1993;SYLC105;Z16-4a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7113;;*;
JE SUIS LA LUMIERE DU MONDE;1993;SYLC111;Z26-11a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;6862;;*;
JE SUIS LA RESURRECTION ;1900;S34-4;ID34-4;MARTIN;*;LE GLEUHER;MAME(LE CHALET);;4178;*;;
JE SUIS LA RESURRECTION ET LA VIE;1970;S34-5;ID34-5;MARTIN;*;JULIEN;FLEURUS;;1457;;*;
JE SUIS LA RESURRECTION ET LA VIE;1980;UL5-1;;AELF;*;DEISS;STUDIO SM;;6568;;*;
JE SUIS LA RESURRECTION ET LA VIE;1999;I30-09-6;ID30-09-6;MARTIN;*;BAUMGARTNER;CÆCILIA;;9151;*;;
JE SUIS LA RESURRECTION ET LA VIE;1999;I30-09-7;ID30-09-7;MARTIN;*;REBER;CÆCILIA;;9314;*;;
JE SUIS LA RESURRECTION ET LA VIE;2013;SX65-49;;AELF;;REBER;CÆCILIA;;16002;*;;
JE SUIS LA ROUTE, LA VERITE, LA VIE;1954;X5;;INCONNU;;INCONNU;FLEURUS;;1458;;*;
JE SUIS LA VIE;2000;KT36-33;EDIT699;HUMENRY;;HUMENRY;STUDIO SM;;9935;*;;
JE SUIS LA VIGNE;1984;U119;X868;MANNICK;;AKEPSIMAS;STUDIO SM;;1459;*;;
JE SUIS LA VIGNE;1900;ILH144;IX144;LH;;JACOB;SODEC;;1460;;*;
JE SUIS LA VIGNE;1993;KT12-62;EDIT700;COLOMBIER;;COLOMBIER;AIR LIBRE;;6488;*;;
JE SUIS LA VOIE, LA VERITE, LA VIE;1993;SYLC109;Z24-5a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;VEPRES;7204;;*;
JE SUIS LA, CONTEMPLEZ CE MYSTERE;2017;DEV557;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18718;*;;
JE SUIS LE BON BERGER;1900;U37;X772;MANNICK;;AKEPSIMAS;STUDIO SM;;1461;*;;
JE SUIS LE BON PASTEUR;2013;IX65-50;;AELF;;ROBERT;CÆCILIA;;16003;*;;
JE SUIS LE CHEMIN, LA VERITE ET LA VIE;1989;T501;X994;BIBLE - SAINT THOMAS D'AQUIN;;BARANGER;EDITIONS DE L'EMMANUEL;;4991;;*;
JE SUIS LE DIEU VIVANT;1983;SYLK653;Z38-1;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7193;;*;
JE SUIS LE PAIN DE VIE;1956;D56;DEV159;JULIEN;;JULIEN;FLEURUS;;1462;;*;
JE SUIS LE PAIN DE VIE;1900;D329;;LECOT;;LECOT - Sœur S. TOOLAN ;LETHIELLEUX (DDB);;1463;;*;
JE SUIS LE PAIN DE VIE;2016;VD69-77;;D'APRES SAINT JEAN-PAUL II;;Frère JEAN-BAPTISTE;CARMELODIE;;17517;*;;
JE SUIS LE PAIN VIVANT;2011;AX62-46;;AELF;;LIENHARDT;CÆCILIA;;15400;*;;
JE SUIS LE PAIN VIVANT;2013;MX65-29;;AELF;;DIEUAIDE;CÆCILIA;;15982;*;;
JE SUIS PRODIGUE ET TU ES PERE;1900;G224;R224;LEBEL;;LEBEL;STUDIO SM;;1464;;*;
JE SUIS RENTRE DE MES VACANCES;2003;EDIT45-97;;MANNICK;;AKEPSIMAS;ADF;PRIEZ AVEC LES ENFANTS;11786;*;;
JE SUIS SOLITAIRE;1973;G116-2;R116-2;RIMAUD;*;AKEPSIMAS;STUDIO SM;;1465;;*;
JE SUIS SOLITAIRE;1900;G116-1;R116-1;RIMAUD;*;AKEPSIMAS;STUDIO SM;;1466;;*;
JE SUIS SORTI DE TOI, PÈRE;2001;J41-99;Z112-12;BOURGEOIS - DOMAINE PUBLIC - REVEL;;GOUZES;SYLVANES;LE TEMPS PASCAL - VOL. 3;10895;;*;
JE SUIS SORTI DU PERE ET VENU DANS LE MONDE;1983;SYLK53;Z149-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7593;;*;
JE SUIS SUR DE TOI;2023;DEV47-91;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;20887;*;;
JE SUIS TA BREBIS PERDUE;1997;KT25-09;EDIT701;PONSARD;;KIEFFER;STUDIO SM;;8459;*;;
JE SUIS TON DIEU, TON CREATEUR;2006;EDIT163;;D'APRES Is. 44-45;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13126;*;;
JE SUIS TON SAUVEUR;1998;D28-84-1;GX28-84-1;CFC (Sœur MARIE-CLAIRE);*;DUMAS;BAYARD-LITURGIE;;8933;*;;
JE SUIS TROP PETIT;2009;EDIT17-12;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;14342;*;;
JE SUIS UN PETIT ANON;2012;EDIT21-34;;BOUREL;;BOUREL;ADF;;15829;*;;
JE SUIS VENU APPORTER LE FEU SUR LA TERRE;2012;AX64-27;;AELF;;DIEUAIDE;CÆCILIA;;15814;*;;
JE SUIS VENU DE NULLE PART;1990;SM229;EDIT702;DEBRUYNNE;;HUMENRY;STUDIO SM;;1467;*;;
JE SUIS VENU PORTER LE FEU;1985;K215;;RIMAUD;;VILLENEUVE;FLEURUS;;1468;;*;
JE SUIS VENU POUR QUE VOUS AYEZ LA VIE;2023;EDIT47-73;;LEBRUN;;LEBRUN;L'ARBRE NOIR;;20961;*;;
JE SUIS VIVANT;2019;D81-65;;DANNAUD;;DANNAUD;EDITIONS DE L'EMMANUEL;;19165;*;;
JE SUIS VOTRE PAIN;1900;D159-3;;MARTIN;*;DECHA;LETHIELLEUX (DDB);;1469;;*;
JE SUIS VOTRE PAIN;1979;D159-2;;MARTIN;*;ROUX;SODEC;;7982;;*;
JE T'ADORE, O MON SEIGNEUR;1996;C21-07;DEV160;FRIE;;GREGORIEN - LECOT;LETHIELLEUX (DDB);GLOIRE A TON NOM;8023;;*;
JE T'AI APPELE PAR TON NOM;1990;I336;X985;COLOMBIER;;COLOMBIER;AIR LIBRE;;3963;*;;
JE T'AI DONNE LES CLEFS DU ROYAUME DES CIEUX;1985;SYLT163;Z27-2;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;7068;;*;
JE T'AIME, MARIE;1997;KT25-11;EDIT703;KIEFFER - PONSARD;;KIEFFER;STUDIO SM;;8461;*;;
JE T'AIME, O MON DIEU;2019;DEV47-80;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;20095;*;;
JE T'AIME, SEIGNEUR - PSAUME 17;2007;ZL17-4;;AELF;;DUMENIL;ADF;PSAUMES DIMANCHES ET FETES - ANNÉE A;13487;*;;
JE T'AIME, SEIGNEUR - PSAUME 17;2011;ZL17-5;;AELF;;BOHN;CÆCILIA;;15043;*;;
JE T'AIME, SEIGNEUR, DIEU QUI ME RENDS FORT;2017;UZ72-85;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18513;*;;
JE T'AIME, SEIGNEUR, MA FORCE;1992;A619;Y619;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4013;*;;
JE T'AIME, SEIGNEUR, MA FORCE;1900;Z17;;BIBLE DE JERUSALEM;;GELINEAU - JULIEN - PROPHETTE;LE CERF;;6705;*;;
JE T'AIME, SEIGNEUR, MA FORCE;2004;XY47-69;;VINCENT;;VINCENT;ADF;;12202;*;;
JE T'AIME, SEIGNEUR, MA VIE ! ;1987;X66;DEV161;FRIE;;LECOT;LETHIELLEUX (DDB);;1470;;*;
JE T'AIMERAI;1978;EDIT22-31;;CHOUINARD;;CREATION COLLECTIVE;NOVALIS;;16736;*;;
JE T'APPELLE MON DIEU MON AMOUR;2008;EDIT16-29;;SAINT AUGUSTIN;;WACKENHEIM;ADF;;13985;*;;
JE T'ESPERE EN MA DEMEURE;1999;E32-56;R32-56;ARTAUD;;ARTAUD;STUDIO SM;;9474;*;;
JE T'EXALTE SEIGNEUR;1979;USC397;X988;ROUCAIROL;;ROUCAIROL;CÆCILIA;;5696;*;;
JE T'EXALTE SEIGNEUR, TU ME RELEVES;2001;U66-53;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16229;*;;
JE T'EXALTE, MON DIEU, MON ROI;1999;U34-83-1;;CFC;;BERTHIER;BAYARD-LITURGIE;;9713;;*;
JE T'EXALTE, SEIGNEUR - PSAUME 29;2008;ZL29-15;;AELF;;DUMENIL;ADF;PSAUMES DIMANCHES ET FETES. ANNEE C;14096;*;;
JE T'EXALTE, SEIGNEUR - PSAUME 29;2008;ZL29-16;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;14120;;*;
JE T'INVITE;1981;EDIT18-43;;ALPEC;;ALPEC;NOVALIS;;14715;*;;
JE T’ADORE AVEC AMOUR;2021;DEV47-41;;COMMUNAUTÉ DE L'EMMANUEL;;SUIJKERBUIJK;EDITIONS DE L'EMMANUEL;;19992;*;;
JE TE BENIS, MON CREATEUR;1988;C523;Z138-1;FRATERNITE DES JEUNES;;FRATERNITE DES JEUNES;A.C.N.;;4027;*;;
JE TE BENIS, PERE;1977;TLH2;Y2;GRANDCHAMP;;GRANDCHAMP;SODEC;;1472;*;;
JE TE CHANTE;2005;Y49-50;;KLINGUER;;KLINGUER;ADF;LES PETITS MOTS DE POLITESSE;12545;*;;
JE TE CHANTE EN PRESENCE DES ANGES;1981;XL583;;AELF;;BERTHIER;STUDIO SM;;5124;;*;
JE TE CHANTE, SEIGNEUR;1989;Z543;EDIT704;COLOMBIER;;COLOMBIER;AIR LIBRE;;3881;*;;
JE TE CHANTE, SEIGNEUR, EN PRESENCE DES ANGES;2017;UZ72-86;;D'APRES AELF;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18514;*;;
JE TE CHANTERAI - PSAUME 145;2011;ZL145-24;;AELF;;REBER;CÆCILIA;;15044;*;;
JE TE CHANTERAI, SEIGNEUR;1900;C84;Y84;DEBAISIEUX;;DEBAISIEUX;STUDIO SM;;1473;;*;
JE TE CHANTERAI, SEIGNEUR - PSAUME 145;2008;ZL145-20;;AELF;;DUMENIL;ADF;;14092;*;;
JE TE CHERCHAIS;1997;EDIT21-04;;JUVEN;;JUVEN;CRISTAL MUSIC;;15728;*;;
JE TE CHERCHE DES L'AUBE;1985;ZL615;ZL62-13;AELF;;EGLISE QUI CHANTE;STUDIO SM;;4926;;*;
JE TE CHERCHE DES L'AUBE - PSAUME 62;2006;ZL62-4;;AELF;;VILLENEUVE;JUBILUS-VOIX NOUVELLES EDITIONS;;12920;;*;
JE TE CHERCHE, DIEU ;1988;D532;DEV162;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4029;*;;
"JE TE DIS ""PERE"" SEIGNEUR";1981;H518;DEV163;FRIE;;FRIE;STUDIO SM;;4916;;*;
JE TE DIS QUE SI TU CROIS;1984;R515;X576;PENHARD;;PENHARD;EDITIONS DE L'EMMANUEL;;4862;*;;
JE TE DONNE MA VIE;1986;DEV400;;CROISSANT;;CROISSANT;Béatitudes Productions;;14751;*;;
JE TE DONNE MON CŒUR DE PIERRE;2007;R54-57;;BANNIER;;BANNIER;ADF;;13539;*;;
JE TE FIANCERAI A MOI ;1990;P508;GX508;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;4019;*;;
JE TE LOUE, ETERNEL;2010;EDIT18-25;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;14631;*;;
JE TE PORTE, SEIGNEUR;1967;D120-a;;DEISS;;DEISS;STUDIO SM;PAROLES DE DIEU;6422;;*;
JE TE PRENDS CHEZ MOI, MARIE;1988;V547;DEV164;DADILLON;;DADILLON;EDITIONS DE L'EMMANUEL;;1474;*;;
JE TE PREPARE UN CHEMIN;1900;E172;EDIT705;MUTIN;;MUTIN;STUDIO SM;;1475;;*;
JE TE PRIE DE NOUS GARDER;1990;G532;;MUTIN;;MUTIN;STUDIO SM;;1476;*;;
JE TE RECONNAIS;1981;DEV431;;ALPEC - ARCAND - GRANGER;;GRANGER;NOVALIS;;15855;*;;
JE TE RENDS GRACE - PSAUME 138;2007;ZL138-5;;AELF;;ALES;ADF;GENÈSES UN MONDE EN CRÉATION - PSAUMES DIMANCHES ET FETES - ANNÉE A - PSAUMES DIMANCHES ET FETES. ANNEE C;13504;*;;
JE TE RENDS GRACE - PSAUME 138;2011;ZL138-6;;AELF;;CRAVEN;CÆCILIA;;15045;*;;
JE TE RENDS GRACE DE TOUT CŒUR;1979;L162;DEV165;MARTENS;;MARTENS;AUVIDIS;;1477;;*;
JE TE RENDS GRACE SEIGNEUR, POUR TANT DE MERVEILLES;2002;GU66-54;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;16230;*;;
JE TE RENDS GRACE, O MON DIEU - MESSE DE SAINT JEAN-BAPTISTE;1991;AL539;;AELF;;BERTHIER;STUDIO SM;;1478;*;;
JE TE RENDS GRACE, SEIGNEUR;1900;Z137;;BIBLE DE JERUSALEM;;BERTHIER - GELINEAU - LANGLAIS;LE CERF;;6687;*;;
JE TE SALUE MARIE;1987;V560;;REY;;REY;STUDIO SM;;1479;;*;
JE TE SALUE MARIE;1988;V303;;VERCRUYSSE;;VERCRUYSSE;AUVIDIS;;1480;;*;
JE TE SALUE MARIE;1985;V561;;DOMAINE PUBLIC;;FAU;STUDIO SM;;1482;;*;
JE TE SALUE MARIE - ANGELUS;1990;V559;DEV166;DEBRUYNNE;;RICHARD;STUDIO SM; - ABCD'airs;1483;*;;
JE TE SALUE, CROIX GLORIEUSE;1985;SYLT820;WX820;BOURGEOIS - REVEL;;GOUZES;SYLVANES;APOTRES;6922;;*;
JE TE SALUE, MARIE;1977;VLH132;VX132;LH;;JACOB;SODEC;;1481;*;;
JE TE SALUE, MARIE;1981;V225;;FRIE;;FRIE;STUDIO SM;;1484;;*;
JE TE SALUE, MARIE;1983;V507;;COLOMBIER;;COLOMBIER;AIR LIBRE;;3920;;*;
JE TE SALUE, MARIE;2008;V22-67-25;;DOMAINE PUBLIC;;LEFEBVRE;ADF;;14040;*;;
JE TE SALUE, MARIE;2010;V22-67-28;;DOMAINE PUBLIC;;TISSIER;ADF;;14497;*;;
JE TE SALUE, MARIE;2023;V82-07;;Sœur AGATHE DUTREY;;Sœur AGATHE DUTREY;ADF;;21209;*;;
JE TE SALUE, MARIE ...;1900;SM138;EDIT706;BASSIEUX;;HUMENRY;STUDIO SM;;1486;;*;
JE TE SALUE, O DAME SAINTE;1991;V501;DEV167;LOUETTE - SAINT FRANCOIS D'ASSISE;;GUIBERTEAU;EUROPART;;5629;*;;
JE TE SALUE, Ô DAME SAINTE;2002;FV43-65;;SAINT FRANCOIS D'ASSISE;;WAVREUMONT;KINNOR;;11357;*;;
JE TE SUIVRAI SEIGNEUR - PSAUME 15;1994;ZL17-02;ZL15-18;AELF - EGLISE QUI CHANTE;;BAUDRILLARD;STUDIO SM;;5935;*;;
JE TROUVE MA JOIE;2013;XW80-94;;DOMAINE PUBLIC;;Frère JEAN-BAPTISTE;KINNOR;;20800;*;;
JE VAIS A LA FONTAINE;2012;EDIT20-87;;DEBRUYNNE;;HUMENRY;ADF;SUR LES PAS DE CLAIRE D'ASISE;15689;*;;
JE VAIS A LA LUMIERE;1997;W532;WX532;CARMEL DE FLAVIGNEROT;;CARMEL DE DOMONT;CARMELODIE;;6123;;*;
JE VAIS PARTIR AU PAYS;1900;T88;EDIT708;DEBRUYNNE;;WACKENHEIM;STUDIO SM;;1488;;*;
JE VAIS T'AIDER MON DIEU;2018;X73-75;;Cté CHEMIN NEUF - HILLESUM;;Cté CHEMIN NEUF;A.C.N.;;18622;*;;
JE VAIS TE CONDUIRE AU DESERT;1983;SYLK645;Z54-4a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;CAREME;7648;;*;
JE VAIS TRACER SUR MOI;2012;EDIT21-27;;SCIAKY;;SCIAKY;ADF;APPRENDS-NOUS A PRIER;15808;*;;
JE VEILLE SOLITAIRE, NE CACHE PLUS TA FACE;1983;SYLG571;Z101-6a;BOURGEOIS - REVEL;;GOUZES;SYLVANES;AVENT;7412;;*;
JE VEILLERAI;2005;EDIT63;;PICARD;;PICARD;STUDIO SM;;12492;*;;
JE VERSERAI SUR VOUS : ASPERSION - 4ème RITE PENITENTIEL Ez 36, 25-26 et PSAUME 50;1994;G18-67;AL18-67;AELF;;ROSENBLATT;CÆCILIA;;6289;*;;
JE VEUX BATTRE LE TAMBOUR;1900;C208;EDIT709;DARRIGAUD;;WACKENHEIM;STUDIO SM;;1489;;*;
JE VEUX CHANTER;1963;P49-a;X787-a;DEISS;;DEISS;STUDIO SM;PAROLES DE DIEU;6524;;*;
JE VEUX CHANTER;1963;P49-b;X787-b;DEISS;;DEISS;STUDIO SM;PAROLES DE DIEU;6525;;*;
JE VEUX CHANTER MA JOIE;1986;C238;EDIT710;FAU;;FAU;STUDIO SM;;1490;;*;
JE VEUX CHANTER MA JOIE !;1900;L132;T132;GIANADDA;;GIANADDA;STUDIO SM;;4478;*;;
JE VEUX CHANTER MES HYMNES;1994;C19-41;DEV168;SUIJKERBUIJK;;SUIJKERBUIJK;EDITIONS DE L'EMMANUEL; - BEST OF LOUANGE - SERVIR;7751;*;;
JE VEUX CHANTER POUR TOI;1984;T512;;BOULLAY;;BOULLAY;EDITIONS DE L'EMMANUEL;;1491;*;;
JE VEUX CHANTER TA FORCE;1972;PLH127;X886;LE BEC HELLOUIN - TAIZE;;Sœur MARIE-CECILE ZOBEL;SODEC;;4907;*;;
JE VEUX CHANTER TANT QUE JE VIS;1996;C22-61;EDIT711;MUTIN;;MUTIN;STUDIO SM;;8179;*;;
JE VEUX CHANTER TON AMOUR, SEIGNEUR;1994;C19-42;DEV169;DANNAUD;;DANNAUD;EDITIONS DE L'EMMANUEL; - BEST OF LOUANGE;7752;;*;
JE VEUX CONTEMPLER TA PUISSANCE;1989;SYLF106;Z137-3;BOURGEOIS - REVEL;;GOUZES;SYLVANES;8 MESSES BREVES;7426;;*;
JE VEUX DANSER DE JOIE;1993;C14-47;Y14-47;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;6180;*;;
JE VEUX LE BONHEUR;2011;EDIT19-97;;KIEFFER;;KIEFFER;FLEURUS-MAME;;15342;*;;
JE VEUX LE LOUER;2008;EDIT16-31;;BROUILLET;;BROUILLET;ADF;;14003;*;;
JE VEUX LEVER LES MAINS;1900;P97;Y97;DEBAISIEUX - SCOUARNEC;;DEBAISIEUX - MALE;STUDIO SM;;1492;;*;
JE VEUX LOUER LE SEIGNEUR;2009;EDIT17-13;;Cté CHEMIN NEUF;;Cté CHEMIN NEUF;A.C.N.;;14343;*;;
JE VEUX MARCHER AVEC TOI;2003;EDIT21-82;;PENHARD;;PENHARD;EDITIONS DE L'EMMANUEL;;16405;*;;
JE VEUX T'AIDER, MON DIEU;2004;EDIT24;;GIANADDA;;GIANADDA;STUDIO SM;;12326;*;;
JE VEUX TE BENIR - PSAUME 144;2011;ZL144-32;;AELF - UNION SAINTE CECILE;;LANGREE;CÆCILIA;;15046;*;;
JE VEUX TE CHANTER MARIE;1985;V562;;FAU;;FAU;STUDIO SM;;1493;;*;
JE VEUX TE CHANTER, SEIGNEUR;1993;K228;Y538;DEISS;;DEISS;STUDIO SM;;5489;*;;
JE VEUX TE CONNAITRE;2017;EDIT22-79;;KIEFFER;;KIEFFER;FLEURUS-MAME;;17856;*;;
JE VEUX TE DIRE MERCI;1997;EDIT21-05;;RIGALDO;;RIGALDO;CRISTAL MUSIC;;15729;*;;
JE VEUX TE GLORIFIER;2013;Y64-83;;PAVAGEAU;;PAVAGEAU;EDITIONS DE L'EMMANUEL;;15911;*;;
JE VEUX TE LOUER;2006;DEV35;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;BEST OF LOUANGE;13147;*;;
JE VEUX TE LOUER;2008;A55-98;;GSCHWIND;;AKEPSIMAS;BAYARD-LITURGIE;;13744;*;;
JE VEUX TE LOUER;2022;DEV47-86;;GERAUD;;GERAUD;Béatitudes Productions;;20750;*;;
JE VEUX TE LOUER, O SEIGNEUR;2008;EDIT15-93;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13862;*;;
JE VEUX TE LOUER, TANT QUE JE DURE;2008;EDIT15-94;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;13863;*;;
JE VEUX TE RENDRE GLOIRE;1997;A27-99;Z91-3;ORY;;DOURY - GOUDIMEL - PSAUTIER DE LA RENAISSANCE;EUROPART;;8762;*;;
JE VEUX TE SUIVRE;1900;G154;DEV170;VALLERY-RADOT;;REBOUD;BAYARD-LITURGIE;;8597;;*;
JE VEUX VIVRE !;2003;EDIT46-28;;BINOT;;ACTIS - CLAES - ROUIF;ADF;CONFIANCE IL T'APPELLE;11829;*;;
JE VEUX VIVRE EN TOI, JESUS;2010;DEV551;;COMMUNAUTÉ DE L'EMMANUEL;;COMMUNAUTÉ DE L'EMMANUEL;EDITIONS DE L'EMMANUEL;;18702;*;;
JE VEUX VOIR DIEU;2009;EDIT22-70;;Frère JEAN-BAPTISTE;;Frère JEAN-BAPTISTE;CARMELODIE;;16888;*;;
JE VIENS AU RENDEZ-VOUS DE L'EGLISE;1996;EDIT19-73;;MANNICK;;AKEPSIMAS;STUDIO SM;;8227;*;;
JE VIENS COMME UN ENFANT;2012;EDIT20-28;;GIANADDA;;GIANADDA;ADF;;15571;*;;
JE VIENS D'APPRENDRE UNE NOUVELLE;1900;I322;;BERNARD - MARION;;BAYLE - LANGREE;BAYARD-LITURGIE;;8235;;*;
JE VIENS VERS TOI;1975;SM104;EDIT712;FAU;;FAU;STUDIO SM;;1494;;*;
JE VIENS VERS TOI;2001;G40-66;GX40-66;GSCHWIND;;CLAES;ADF;CONFIANCE IL T'APPELLE;10618;*;;
JE VIENS VERS TOI ET JE TE CHERCHE;2010;EDIT17-64;;GIANADDA;;GIANADDA;ADF;;14518;*;;
JE VIENS VERS TOI JESUS;2006;DEV495;;BEN;;BEN;EDITIONS DE L'EMMANUEL;;16892;*;;
JE VIENS VERS TOI, LES MAINS OUVERTES;2004;EDIT34;;GIANADDA;;GIANADDA;STUDIO SM;;12373;*;;
JE VIS LA CITE SAINTE ;1900;K133;KX133;LECOT;;LESBORDES;LETHIELLEUX (DDB);;1495;;*;
JE VIS LA NOUVELLE JERUSALEM;1900;K40;KX40;DEISS;;DEISS;STUDIO SM;PAROLES DE DIEU;6239;;*;
JE VIS UNE VILLE;1994;K16-59;X16-59;BARROIS;;VEYSSEYRE;STUDIO SM;;5873;;*;
JE VOIS LES CIEUX OUVERTS;1989;SYLH220;FX220;BOURGEOIS - REVEL;;GOUZES;SYLVANES;NOEL;6930;;*;
JE VOUDRAIS ENTONNER;2013;EDIT116;;CFC (Sœur HILDEGARDE);;FLORENTZ;KINNOR;;12998;*;;
JE VOUDRAIS ETRE LA;2014;EDIT21-57;;MANNICK;;CHAMBELOIS;ADF;;16343;*;;
JE VOUDRAIS M'EMERVEILLER;2011;EDIT19-85;;MANNICK;;AKEPSIMAS;ADF;;15315;*;;
JE VOUDRAIS MARCHER;1996;R25-24;X25-24;RENOUVEAU BURKINABE;;RENOUVEAU BURKINABE;A.C.N.;;8474;*;;
JE VOUDRAIS PARCOURIR LA TERRE;2002;T43-33;;Sœur MARIE-COLETTE;;WACKENHEIM;STUDIO SM;MON NOM EST ECRIT DANS LE CIEL;11140;;*;
JE VOUDRAIS PARCOURIR LA TERRE;2008;T55-57;;LEFEBVRE;;LEFEBVRE;ADF;;13675;*;;
